codigo_municipio,nombre_municipio,codigo_departamento,LATITUD,LONGITUD
05847,Urrao,05,6.33534134,-76.25906482
05842,Uramita,05,6.913916924,-76.13318514
05837,Turbo,05,8.173851745,-76.5740377
05819,Toledo,05,7.016397069,-75.71363382
05809,Titiribí,05,6.058349971,-75.79966005
05792,Tarso,05,5.871064557,-75.82871144
05790,Tarazá,05,7.488875998,-75.40189438
05789,Támesis,05,5.673758571,-75.70979974
05761,Sopetrán,05,6.520164552,-75.74580903
05756,Sonson,05,5.826388779,-74.83637623
05736,Segovia,05,7.26692339,-74.62163926
05697,El Santuario,05,6.124209495,-75.25212278
05690,Santo Domingo,05,6.481044132,-75.14260097
05686,Santa Rosa de Osos,05,6.675827825,-75.43814333
05679,Santa Bárbara,05,5.878984956,-75.58330371
05674,San Vicente,05,6.310387522,-75.32740163
05670,San Roque,05,6.466165211,-74.9450732
05667,San Rafael,05,6.31074453,-74.99858652
05665,San Pedro de Uraba,05,8.37915695,-76.31664233
05664,San Pedro,05,6.458666308,-75.5624839
05660,San Luis,05,6.024205956,-75.0076674
05659,San Juan de Urabá,05,8.707141583,-76.53248234
05658,San José de la Montaña,05,6.823258913,-75.67770826
05656,San Jerónimo,05,6.438300409,-75.70310727
05652,San Francisco,05,5.840093731,-74.98176334
95015,Calamar,95,1.613634284,-73.0342639
05649,San Carlos,05,6.193789659,-74.90732769
05647,San Andrés,05,6.918427233,-75.6657758
05642,Salgar,05,5.970502334,-75.98137251
05631,Sabaneta,05,6.138305183,-75.60880599
05628,Sabanalarga,05,6.901000506,-75.79222754
05615,Rionegro,05,6.150785807,-75.41076052
05607,Retiro,05,6.053444254,-75.51573805
05604,Remedios,05,6.997267375,-74.55865652
05591,Puerto Triunfo,05,5.954830151,-74.6861918
05585,Puerto Nare,05,6.126539139,-74.70317722
05579,Puerto Berrío,05,6.481922267,-74.5287421
05576,Pueblorrico,05,5.80970186,-75.86076667
05543,Peque,05,7.044180058,-75.88968843
05541,Peñol,05,6.232396368,-75.22350906
05501,Olaya,05,6.611418083,-75.77567097
05495,Nechí,05,7.983477394,-74.65844186
05490,Necoclí,05,8.493728551,-76.67699588
05483,Nariño,05,5.581275312,-75.19457019
05480,Mutatá,05,7.329557848,-76.4630657
05475,Murindó,05,6.828773855,-76.70861349
05467,Montebello,05,5.916853903,-75.51972693
05440,Marinilla,05,6.18520515,-75.30487933
05425,Maceo,05,6.534573585,-74.71410854
05411,Liborina,05,6.723990935,-75.78300046
05400,La Unión,05,5.940434685,-75.35429023
05390,La Pintada,05,5.746583958,-75.60220206
05380,La Estrella,05,6.137595883,-75.64895499
05376,La Ceja,05,5.992524843,-75.43086935
05368,Jericó,05,5.769820536,-75.76488256
05364,Jardín,05,5.574444339,-75.81842575
05361,Ituango,05,7.341549718,-75.67842277
05360,Itagüí,05,6.179279438,-75.6142037
05353,Hispania,05,5.797039002,-75.90669203
05347,Heliconia,05,6.214511788,-75.74971002
05321,Guatape,05,6.236329826,-75.15651272
05318,Guarne,05,6.266625703,-75.43730801
05315,Guadalupe,05,6.861576325,-75.22591303
05313,Granada,05,6.123380721,-75.12763646
05310,Gómez Plata,05,6.709562839,-75.19270291
05308,Girardota,05,6.379745895,-75.44795744
05306,Giraldo,05,6.663095863,-75.94804663
05284,Frontino,05,6.691364773,-76.33199656
05282,Fredonia,05,5.887702934,-75.67926242
05266,Envigado,05,6.154394922,-75.54686779
05264,Entrerrios,05,6.594656004,-75.55913083
05250,El Bagre,05,7.704633351,-74.66427726
05240,Ebéjico,05,6.326444922,-75.78331175
05237,Don Matías,05,6.492403905,-75.42227687
05234,Dabeiba,05,6.992243782,-76.31426328
05212,Copacabana,05,6.351882893,-75.50075633
05209,Concordia,05,6.057468678,-75.90014678
05206,Concepción,05,6.376106187,-75.21785901
05197,Cocorná,05,6.005593074,-75.16015403
05190,Cisneros,05,6.550065431,-75.08254116
05172,Chigorodó,05,7.631665644,-76.63964213
05154,Caucasia,05,7.867941792,-75.03501824
05150,Carolina,05,6.754821442,-75.30590654
05148,El Carmen de Viboral,05,5.978078841,-75.2635361
05147,Carepa,05,7.757967437,-76.64374657
05145,Caramanta,05,5.555275296,-75.63082096
05142,Caracolí,05,6.33797388,-74.73354817
05138,Cañasgordas,05,6.814950023,-76.02689632
05134,Campamento,05,7.036017478,-75.28766178
05129,Caldas,05,6.054446841,-75.62642674
05125,Caicedo,05,6.423463639,-75.99351498
05120,Cáceres,05,7.665155105,-75.22369744
05113,Buriticá,05,6.80906489,-75.91206595
05107,Briceño,05,7.111788462,-75.56223474
05101,Ciudad Bolívar,05,5.840995666,-76.01065253
05093,Betulia,05,6.185783612,-75.95649246
05091,Betania,05,5.727081285,-75.98689107
05088,Bello,05,6.358841086,-75.58973588
05086,Belmira,05,6.665853953,-75.68621659
05079,Barbosa,05,6.443417935,-75.32924085
05059,Armenia,05,6.163683758,-75.80995528
05055,Argelia,05,5.708114524,-75.09469795
05051,Arboletes,05,8.611395262,-76.41478317
05045,Apartadó,05,7.86047815,-76.58236264
05044,Anza,05,6.293546613,-75.91736927
05042,Santafé de Antioquia,05,6.535711576,-75.90426658
05040,Anorí,05,7.193110778,-75.10848954
05038,Angostura,05,6.861498764,-75.358316
05036,Angelópolis,05,6.121430303,-75.71594966
05034,Andes,05,5.604993248,-75.94128391
05031,Amalfi,05,6.977788843,-74.9812393
05030,Amagá,05,6.032921994,-75.7080031
05021,Alejandría,05,6.365534125,-75.09059702
11001,Bogotá D.C.,11,4.316107698,-74.1810727
94663,Mapiripana,94,2.753444,-69.531509
