codigo_departamento,departamento,codigo_municipio,municipio,anio,poblacion_total
5,Antioquia,5001,Medellín,2005,2046341.0
5,Antioquia,5002,Abejorral,2005,22942.0
5,Antioquia,5004,Abriaquí,2005,2719.0
5,Antioquia,5021,Alejandría,2005,4724.0
5,Antioquia,5030,Amagá,2005,27121.0
5,Antioquia,5031,Amalfi,2005,22933.0
5,Antioquia,5034,Andes,2005,41876.0
5,Antioquia,5036,Angelópolis,2005,5865.0
5,Antioquia,5038,Angostura,2005,12193.0
5,Antioquia,5040,Anorí,2005,15853.0
5,Antioquia,5042,Santafé de Antioquia,2005,23457.0
5,Antioquia,5044,Anzá,2005,6830.0
5,Antioquia,5045,Apartadó,2005,91677.0
5,Antioquia,5051,Arboletes,2005,29229.0
5,Antioquia,5055,Argelia,2005,9589.0
5,Antioquia,5059,Armenia,2005,5964.0
5,Antioquia,5079,Barbosa,2005,43604.0
5,Antioquia,5086,Belmira,2005,5915.0
5,Antioquia,5088,Bello,2005,399798.0
5,Antioquia,5091,Betania,2005,11514.0
5,Antioquia,5093,Betulia,2005,15629.0
5,Antioquia,5101,Ciudad Bolívar,2005,27346.0
5,Antioquia,5107,Briceño,2005,8475.0
5,Antioquia,5113,Buriticá,2005,8476.0
5,Antioquia,5120,Cáceres,2005,24999.0
5,Antioquia,5125,Caicedo,2005,7758.0
5,Antioquia,5129,Caldas,2005,65095.0
5,Antioquia,5134,Campamento,2005,9758.0
5,Antioquia,5138,Cañasgordas,2005,17308.0
5,Antioquia,5142,Caracolí,2005,5324.0
5,Antioquia,5145,Caramanta,2005,6040.0
5,Antioquia,5147,Carepa,2005,34439.0
5,Antioquia,5148,El Carmen de Viboral,2005,48245.0
5,Antioquia,5150,Carolina,2005,3855.0
5,Antioquia,5154,Caucasia,2005,70630.0
5,Antioquia,5172,Chigorodó,2005,44126.0
5,Antioquia,5190,Cisneros,2005,9518.0
5,Antioquia,5197,Cocorná,2005,19094.0
5,Antioquia,5206,Concepción,2005,5448.0
5,Antioquia,5209,Concordia,2005,21547.0
5,Antioquia,5212,Copacabana,2005,63378.0
5,Antioquia,5234,Dabeiba,2005,22271.0
5,Antioquia,5237,Donmatías,2005,16062.0
5,Antioquia,5240,Ebéjico,2005,13648.0
5,Antioquia,5250,El Bagre,2005,39272.0
5,Antioquia,5264,Entrerríos,2005,8983.0
5,Antioquia,5266,Envigado,2005,174501.0
5,Antioquia,5282,Fredonia,2005,24304.0
5,Antioquia,5284,Frontino,2005,22850.0
5,Antioquia,5306,Giraldo,2005,4892.0
5,Antioquia,5308,Girardota,2005,41170.0
5,Antioquia,5310,Gómez Plata,2005,9642.0
5,Antioquia,5313,Granada,2005,13882.0
5,Antioquia,5315,Guadalupe,2005,6568.0
5,Antioquia,5318,Guarne,2005,43419.0
5,Antioquia,5321,Guatapé,2005,6759.0
5,Antioquia,5347,Heliconia,2005,6547.0
5,Antioquia,5353,Hispania,2005,5315.0
5,Antioquia,5360,Itagüí,2005,221921.0
5,Antioquia,5361,Ituango,2005,26027.0
5,Antioquia,5364,Jardín,2005,13726.0
5,Antioquia,5368,Jericó,2005,14363.0
5,Antioquia,5376,La Ceja,2005,50697.0
5,Antioquia,5380,La Estrella,2005,55384.0
5,Antioquia,5390,La Pintada,2005,9962.0
5,Antioquia,5400,La Unión,2005,18610.0
5,Antioquia,5411,Liborina,2005,10509.0
5,Antioquia,5425,Maceo,2005,8688.0
5,Antioquia,5440,Marinilla,2005,52242.0
5,Antioquia,5467,Montebello,2005,7845.0
5,Antioquia,5475,Murindó,2005,3611.0
5,Antioquia,5480,Mutatá,2005,12175.0
5,Antioquia,5483,Nariño,2005,12632.0
5,Antioquia,5490,Necoclí,2005,36466.0
5,Antioquia,5495,Nechí,2005,20179.0
5,Antioquia,5501,Olaya,2005,3224.0
5,Antioquia,5541,Peñol,2005,18498.0
5,Antioquia,5543,Peque,2005,7822.0
5,Antioquia,5576,Pueblorrico,2005,8969.0
5,Antioquia,5579,Puerto Berrío,2005,34728.0
5,Antioquia,5585,Puerto Nare,2005,15171.0
5,Antioquia,5591,Puerto Triunfo,2005,14136.0
5,Antioquia,5604,Remedios,2005,24785.0
5,Antioquia,5607,Retiro,2005,18801.0
5,Antioquia,5615,Rionegro,2005,105684.0
5,Antioquia,5628,Sabanalarga,2005,8541.0
5,Antioquia,5631,Sabaneta,2005,58117.0
5,Antioquia,5642,Salgar,2005,19884.0
5,Antioquia,5647,San Andrés de Cuerquía,2005,7699.0
5,Antioquia,5649,San Carlos,2005,20403.0
5,Antioquia,5652,San Francisco,2005,5990.0
5,Antioquia,5656,San Jerónimo,2005,13470.0
5,Antioquia,5658,San José de La Montaña,2005,3234.0
5,Antioquia,5659,San Juan de Urabá,2005,16333.0
5,Antioquia,5660,San Luis,2005,13498.0
5,Antioquia,5664,San Pedro de Los Milagros,2005,18921.0
5,Antioquia,5665,San Pedro de Urabá,2005,27625.0
5,Antioquia,5667,San Rafael,2005,16716.0
5,Antioquia,5670,San Roque,2005,20924.0
5,Antioquia,5674,San Vicente,2005,21761.0
5,Antioquia,5679,Santa Bárbara,2005,28269.0
5,Antioquia,5686,Santa Rosa de Osos,2005,31712.0
5,Antioquia,5690,Santo Domingo,2005,13959.0
5,Antioquia,5697,El Santuario,2005,30825.0
5,Antioquia,5736,Segovia,2005,31463.0
5,Antioquia,5756,Sonsón,2005,38145.0
5,Antioquia,5761,Sopetrán,2005,14286.0
5,Antioquia,5789,Támesis,2005,18259.0
5,Antioquia,5790,Tarazá,2005,22141.0
5,Antioquia,5792,Tarso,2005,6526.0
5,Antioquia,5809,Titiribí,2005,12154.0
5,Antioquia,5819,Toledo,2005,5596.0
5,Antioquia,5837,Turbo,2005,103592.0
5,Antioquia,5842,Uramita,2005,7690.0
5,Antioquia,5847,Urrao,2005,29075.0
5,Antioquia,5854,Valdivia,2005,13596.0
5,Antioquia,5856,Valparaíso,2005,7963.0
5,Antioquia,5858,Vegachí,2005,12033.0
5,Antioquia,5861,Venecia,2005,12141.0
5,Antioquia,5873,Vigía del Fuerte,2005,8118.0
5,Antioquia,5885,Yalí,2005,7669.0
5,Antioquia,5887,Yarumal,2005,38536.0
5,Antioquia,5890,Yolombó,2005,22260.0
5,Antioquia,5893,Yondó,2005,14459.0
5,Antioquia,5895,Zaragoza,2005,23688.0
8,Atlántico,8001,Barranquilla,2005,1090935.0
8,Atlántico,8078,Baranoa,2005,51548.0
8,Atlántico,8137,Campo de La Cruz,2005,23772.0
8,Atlántico,8141,Candelaria,2005,13242.0
8,Atlántico,8296,Galapa,2005,42807.0
8,Atlántico,8372,Juan de Acosta,2005,16557.0
8,Atlántico,8421,Luruaco,2005,24066.0
8,Atlántico,8433,Malambo,2005,99343.0
8,Atlántico,8436,Manatí,2005,18156.0
8,Atlántico,8520,Palmar de Varela,2005,23350.0
8,Atlántico,8549,Piojó,2005,5401.0
8,Atlántico,8558,Polonuevo,2005,14997.0
8,Atlántico,8560,Ponedera,2005,19787.0
8,Atlántico,8573,Puerto Colombia,2005,37735.0
8,Atlántico,8606,Repelón,2005,22576.0
8,Atlántico,8634,Sabanagrande,2005,25200.0
8,Atlántico,8638,Sabanalarga,2005,77347.0
8,Atlántico,8675,Santa Lucía,2005,12647.0
8,Atlántico,8685,Santo Tomás,2005,24620.0
8,Atlántico,8758,Soledad,2005,436131.0
8,Atlántico,8770,Suan,2005,11005.0
8,Atlántico,8832,Tubará,2005,13125.0
8,Atlántico,8849,Usiacurí,2005,9789.0
11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2005,6710910.0
13,Bolívar,13001,Cartagena de Indias,2005,838757.0
13,Bolívar,13006,Achí,2005,19475.0
13,Bolívar,13030,Altos del Rosario,2005,9040.0
13,Bolívar,13042,Arenal,2005,7711.0
13,Bolívar,13052,Arjona,2005,58729.0
13,Bolívar,13062,Arroyohondo,2005,8576.0
13,Bolívar,13074,Barranco de Loba,2005,13537.0
13,Bolívar,13140,Calamar,2005,19542.0
13,Bolívar,13160,Cantagallo,2005,6048.0
13,Bolívar,13188,Cicuco,2005,9753.0
13,Bolívar,13212,Córdoba,2005,14773.0
13,Bolívar,13222,Clemencia,2005,12459.0
13,Bolívar,13244,El Carmen de Bolívar,2005,68268.0
13,Bolívar,13248,El Guamo,2005,7877.0
13,Bolívar,13268,El Peñón,2005,10535.0
13,Bolívar,13300,Hatillo de Loba,2005,13454.0
13,Bolívar,13430,Magangué,2005,117593.0
13,Bolívar,13433,Mahates,2005,24097.0
13,Bolívar,13440,Margarita,2005,9456.0
13,Bolívar,13442,María La Baja,2005,39675.0
13,Bolívar,13458,Montecristo,2005,11212.0
13,Bolívar,13468,Mompós,2005,39736.0
13,Bolívar,13473,Morales,2005,16839.0
13,Bolívar,13490,Norosí,2005,0.0
13,Bolívar,13549,Pinillos,2005,21713.0
13,Bolívar,13580,Regidor,2005,5405.0
13,Bolívar,13600,Río Viejo,2005,14735.0
13,Bolívar,13620,San Cristóbal,2005,7263.0
13,Bolívar,13647,San Estanislao,2005,16225.0
13,Bolívar,13650,San Fernando,2005,10696.0
13,Bolívar,13654,San Jacinto,2005,24567.0
13,Bolívar,13655,San Jacinto del Cauca,2005,7110.0
13,Bolívar,13657,San Juan Nepomuceno,2005,33899.0
13,Bolívar,13667,San Martín de Loba,2005,23039.0
13,Bolívar,13670,San Pablo,2005,23113.0
13,Bolívar,13673,Santa Catalina,2005,12429.0
13,Bolívar,13683,Santa Rosa,2005,17126.0
13,Bolívar,13688,Santa Rosa del Sur,2005,24050.0
13,Bolívar,13744,Simití,2005,13654.0
13,Bolívar,13760,Soplaviento,2005,9701.0
13,Bolívar,13780,Talaigua Nuevo,2005,15155.0
13,Bolívar,13810,Tiquisio,2005,15575.0
13,Bolívar,13836,Turbaco,2005,81435.0
13,Bolívar,13838,Turbaná,2005,14065.0
13,Bolívar,13873,Villanueva,2005,20188.0
13,Bolívar,13894,Zambrano,2005,11509.0
15,Boyacá,15001,Tunja,2005,138131.0
15,Boyacá,15022,Almeida,2005,4672.0
15,Boyacá,15047,Aquitania,2005,15758.0
15,Boyacá,15051,Arcabuco,2005,5199.0
15,Boyacá,15087,Belén,2005,8038.0
15,Boyacá,15090,Berbeo,2005,1785.0
15,Boyacá,15092,Betéitiva,2005,2327.0
15,Boyacá,15097,Boavita,2005,8472.0
15,Boyacá,15104,Boyacá,2005,5213.0
15,Boyacá,15106,Briceño,2005,2620.0
15,Boyacá,15109,Buenavista,2005,4941.0
15,Boyacá,15114,Busbanzá,2005,884.0
15,Boyacá,15131,Caldas,2005,3689.0
15,Boyacá,15135,Campohermoso,2005,3786.0
15,Boyacá,15162,Cerinza,2005,4175.0
15,Boyacá,15172,Chinavita,2005,3492.0
15,Boyacá,15176,Chiquinquirá,2005,46905.0
15,Boyacá,15180,Chiscas,2005,5170.0
15,Boyacá,15183,Chita,2005,11046.0
15,Boyacá,15185,Chitaraque,2005,5971.0
15,Boyacá,15187,Chivatá,2005,2788.0
15,Boyacá,15189,Ciénega,2005,4905.0
15,Boyacá,15204,Cómbita,2005,11430.0
15,Boyacá,15212,Coper,2005,4206.0
15,Boyacá,15215,Corrales,2005,2495.0
15,Boyacá,15218,Covarachía,2005,3751.0
15,Boyacá,15223,Cubará,2005,7677.0
15,Boyacá,15224,Cucaita,2005,3501.0
15,Boyacá,15226,Cuítiva,2005,1951.0
15,Boyacá,15232,Chíquiza,2005,4718.0
15,Boyacá,15236,Chivor,2005,3057.0
15,Boyacá,15238,Duitama,2005,99730.0
15,Boyacá,15244,El Cocuy,2005,5327.0
15,Boyacá,15248,El Espino,2005,3466.0
15,Boyacá,15272,Firavitoba,2005,6248.0
15,Boyacá,15276,Floresta,2005,3801.0
15,Boyacá,15293,Gachantivá,2005,3110.0
15,Boyacá,15296,Gámeza,2005,5170.0
15,Boyacá,15299,Garagoa,2005,15943.0
15,Boyacá,15317,Guacamayas,2005,2237.0
15,Boyacá,15322,Guateque,2005,10222.0
15,Boyacá,15325,Guayatá,2005,4802.0
15,Boyacá,15332,Güicán de La Sierra,2005,4960.0
15,Boyacá,15362,Iza,2005,1785.0
15,Boyacá,15367,Jenesano,2005,6858.0
15,Boyacá,15368,Jericó,2005,4564.0
15,Boyacá,15377,Labranzagrande,2005,4166.0
15,Boyacá,15380,La Capilla,2005,3015.0
15,Boyacá,15401,La Victoria,2005,1669.0
15,Boyacá,15403,La Uvita,2005,6081.0
15,Boyacá,15407,Villa de Leyva,2005,11754.0
15,Boyacá,15425,Macanal,2005,4866.0
15,Boyacá,15442,Maripí,2005,6693.0
15,Boyacá,15455,Miraflores,2005,8932.0
15,Boyacá,15464,Mongua,2005,5052.0
15,Boyacá,15466,Monguí,2005,4844.0
15,Boyacá,15469,Moniquirá,2005,21242.0
15,Boyacá,15476,Motavita,2005,5106.0
15,Boyacá,15480,Muzo,2005,10155.0
15,Boyacá,15491,Nobsa,2005,13697.0
15,Boyacá,15494,Nuevo Colón,2005,5161.0
15,Boyacá,15500,Oicatá,2005,2539.0
15,Boyacá,15507,Otanche,2005,7919.0
15,Boyacá,15511,Pachavita,2005,2910.0
15,Boyacá,15514,Páez,2005,3842.0
15,Boyacá,15516,Paipa,2005,27772.0
15,Boyacá,15518,Pajarito,2005,2641.0
15,Boyacá,15522,Panqueba,2005,2057.0
15,Boyacá,15531,Pauna,2005,8311.0
15,Boyacá,15533,Paya,2005,2483.0
15,Boyacá,15537,Paz de Río,2005,5261.0
15,Boyacá,15542,Pesca,2005,8927.0
15,Boyacá,15550,Pisba,2005,1704.0
15,Boyacá,15572,Puerto Boyacá,2005,39625.0
15,Boyacá,15580,Quípama,2005,4849.0
15,Boyacá,15599,Ramiriquí,2005,9432.0
15,Boyacá,15600,Ráquira,2005,7084.0
15,Boyacá,15621,Rondón,2005,2788.0
15,Boyacá,15632,Saboyá,2005,13225.0
15,Boyacá,15638,Sáchica,2005,4223.0
15,Boyacá,15646,Samacá,2005,15820.0
15,Boyacá,15660,San Eduardo,2005,2232.0
15,Boyacá,15664,San José de Pare,2005,5292.0
15,Boyacá,15667,San Luis de Gaceno,2005,5974.0
15,Boyacá,15673,San Mateo,2005,5547.0
15,Boyacá,15676,San Miguel de Sema,2005,3254.0
15,Boyacá,15681,San Pablo de Borbur,2005,6609.0
15,Boyacá,15686,Santana,2005,7092.0
15,Boyacá,15690,Santa María,2005,4479.0
15,Boyacá,15693,Santa Rosa de Viterbo,2005,11898.0
15,Boyacá,15696,Santa Sofía,2005,3133.0
15,Boyacá,15720,Sativanorte,2005,2914.0
15,Boyacá,15723,Sativasur,2005,1199.0
15,Boyacá,15740,Siachoque,2005,6879.0
15,Boyacá,15753,Soatá,2005,11888.0
15,Boyacá,15755,Socotá,2005,8979.0
15,Boyacá,15757,Socha,2005,8066.0
15,Boyacá,15759,Sogamoso,2005,107724.0
15,Boyacá,15761,Somondoco,2005,3494.0
15,Boyacá,15762,Sora,2005,2920.0
15,Boyacá,15763,Sotaquirá,2005,7806.0
15,Boyacá,15764,Soracá,2005,5547.0
15,Boyacá,15774,Susacón,2005,3061.0
15,Boyacá,15776,Sutamarchán,2005,5422.0
15,Boyacá,15778,Sutatenza,2005,4545.0
15,Boyacá,15790,Tasco,2005,6941.0
15,Boyacá,15798,Tenza,2005,4261.0
15,Boyacá,15804,Tibaná,2005,9447.0
15,Boyacá,15806,Tibasosa,2005,10575.0
15,Boyacá,15808,Tinjacá,2005,2854.0
15,Boyacá,15810,Tipacoque,2005,3865.0
15,Boyacá,15814,Toca,2005,8537.0
15,Boyacá,15816,Togüí,2005,4672.0
15,Boyacá,15820,Tópaga,2005,3558.0
15,Boyacá,15822,Tota,2005,5206.0
15,Boyacá,15832,Tununguá,2005,1588.0
15,Boyacá,15835,Turmequé,2005,6570.0
15,Boyacá,15837,Tuta,2005,7683.0
15,Boyacá,15839,Tutazá,2005,2180.0
15,Boyacá,15842,Úmbita,2005,7936.0
15,Boyacá,15861,Ventaquemada,2005,13839.0
15,Boyacá,15879,Viracachá,2005,3240.0
15,Boyacá,15897,Zetaquira,2005,4938.0
17,Caldas,17001,Manizales,2005,400148.0
17,Caldas,17013,Aguadas,2005,26625.0
17,Caldas,17042,Anserma,2005,38357.0
17,Caldas,17050,Aranzazu,2005,12742.0
17,Caldas,17088,Belalcázar,2005,12892.0
17,Caldas,17174,Chinchiná,2005,51286.0
17,Caldas,17272,Filadelfia,2005,14276.0
17,Caldas,17380,La Dorada,2005,68623.0
17,Caldas,17388,La Merced,2005,8494.0
17,Caldas,17433,Manzanares,2005,22888.0
17,Caldas,17442,Marmato,2005,8485.0
17,Caldas,17444,Marquetalia,2005,14921.0
17,Caldas,17446,Marulanda,2005,3452.0
17,Caldas,17486,Neira,2005,24817.0
17,Caldas,17495,Norcasia,2005,7382.0
17,Caldas,17513,Pácora,2005,18079.0
17,Caldas,17524,Palestina,2005,17716.0
17,Caldas,17541,Pensilvania,2005,25600.0
17,Caldas,17614,Riosucio,2005,42238.0
17,Caldas,17616,Risaralda,2005,13466.0
17,Caldas,17653,Salamina,2005,22926.0
17,Caldas,17662,Samaná,2005,27415.0
17,Caldas,17665,San José,2005,8364.0
17,Caldas,17777,Supía,2005,27201.0
17,Caldas,17867,Victoria,2005,11155.0
17,Caldas,17873,Villamaría,2005,52977.0
17,Caldas,17877,Viterbo,2005,13909.0
18,Caquetá,18001,Florencia,2005,155026.0
18,Caquetá,18029,Albania,2005,6978.0
18,Caquetá,18094,Belén de Los Andaquíes,2005,12734.0
18,Caquetá,18150,Cartagena del Chairá,2005,22489.0
18,Caquetá,18205,Curillo,2005,6758.0
18,Caquetá,18247,El Doncello,2005,21140.0
18,Caquetá,18256,El Paujíl,2005,16567.0
18,Caquetá,18410,La Montañita,2005,14491.0
18,Caquetá,18460,Milán,2005,9226.0
18,Caquetá,18479,Morelia,2005,3627.0
18,Caquetá,18592,Puerto Rico,2005,29652.0
18,Caquetá,18610,San José del Fragua,2005,9734.0
18,Caquetá,18753,San Vicente del Caguán,2005,42968.0
18,Caquetá,18756,Solano,2005,9080.0
18,Caquetá,18785,Solita,2005,7670.0
18,Caquetá,18860,Valparaíso,2005,11133.0
19,Cauca,19001,Popayán,2005,272261.0
19,Cauca,19022,Almaguer,2005,18996.0
19,Cauca,19050,Argelia,2005,22832.0
19,Cauca,19075,Balboa,2005,19812.0
19,Cauca,19100,Bolívar,2005,45960.0
19,Cauca,19110,Buenos Aires,2005,25315.0
19,Cauca,19130,Cajibío,2005,40055.0
19,Cauca,19137,Caldono,2005,30104.0
19,Cauca,19142,Caloto,2005,43242.0
19,Cauca,19212,Corinto,2005,24021.0
19,Cauca,19256,El Tambo,2005,51288.0
19,Cauca,19290,Florencia,2005,5617.0
19,Cauca,19300,Guachené,2005,0.0
19,Cauca,19318,Guapi,2005,27396.0
19,Cauca,19355,Inzá,2005,24098.0
19,Cauca,19364,Jambaló,2005,13246.0
19,Cauca,19392,La Sierra,2005,11752.0
19,Cauca,19397,La Vega,2005,22678.0
19,Cauca,19418,López de Micay,2005,16940.0
19,Cauca,19450,Mercaderes,2005,19998.0
19,Cauca,19455,Miranda,2005,27992.0
19,Cauca,19473,Morales,2005,29691.0
19,Cauca,19513,Padilla,2005,9836.0
19,Cauca,19517,Páez,2005,32617.0
19,Cauca,19532,Patía,2005,36320.0
19,Cauca,19533,Piamonte,2005,5769.0
19,Cauca,19548,Piendamó - Tunía,2005,35114.0
19,Cauca,19573,Puerto Tejada,2005,40354.0
19,Cauca,19585,Puracé,2005,13914.0
19,Cauca,19622,Rosas,2005,11256.0
19,Cauca,19693,San Sebastián,2005,10183.0
19,Cauca,19698,Santander de Quilichao,2005,94742.0
19,Cauca,19701,Santa Rosa,2005,6004.0
19,Cauca,19743,Silvia,2005,28621.0
19,Cauca,19760,Sotará Paispamba,2005,11908.0
19,Cauca,19780,Suárez,2005,27515.0
19,Cauca,19785,Sucre,2005,9858.0
19,Cauca,19807,Timbío,2005,32946.0
19,Cauca,19809,Timbiquí,2005,22379.0
19,Cauca,19821,Toribío,2005,23093.0
19,Cauca,19824,Totoró,2005,18249.0
19,Cauca,19845,Villa Rica,2005,17080.0
20,Cesar,20001,Valledupar,2005,377260.0
20,Cesar,20011,Aguachica,2005,84279.0
20,Cesar,20013,Agustín Codazzi,2005,51429.0
20,Cesar,20032,Astrea,2005,17985.0
20,Cesar,20045,Becerril,2005,17261.0
20,Cesar,20060,Bosconia,2005,31969.0
20,Cesar,20175,Chimichagua,2005,28414.0
20,Cesar,20178,Chiriguaná,2005,22418.0
20,Cesar,20228,Curumaní,2005,31496.0
20,Cesar,20238,El Copey,2005,26974.0
20,Cesar,20250,El Paso,2005,27029.0
20,Cesar,20295,Gamarra,2005,12649.0
20,Cesar,20310,González,2005,5844.0
20,Cesar,20383,La Gloria,2005,13423.0
20,Cesar,20400,La Jagua de Ibirico,2005,33215.0
20,Cesar,20443,Manaure Balcón del Cesar,2005,7844.0
20,Cesar,20517,Pailitas,2005,15679.0
20,Cesar,20550,Pelaya,2005,16158.0
20,Cesar,20570,Pueblo Bello,2005,20504.0
20,Cesar,20614,Río de Oro,2005,14024.0
20,Cesar,20621,La Paz,2005,22774.0
20,Cesar,20710,San Alberto,2005,20574.0
20,Cesar,20750,San Diego,2005,16399.0
20,Cesar,20770,San Martín,2005,20170.0
20,Cesar,20787,Tamalameque,2005,12976.0
23,Córdoba,23001,Montería,2005,419219.0
23,Córdoba,23068,Ayapel,2005,47809.0
23,Córdoba,23079,Buenavista,2005,18275.0
23,Córdoba,23090,Canalete,2005,14028.0
23,Córdoba,23162,Cereté,2005,90252.0
23,Córdoba,23168,Chimá,2005,14650.0
23,Córdoba,23182,Chinú,2005,42438.0
23,Córdoba,23189,Ciénaga de Oro,2005,52976.0
23,Córdoba,23300,Cotorra,2005,19363.0
23,Córdoba,23350,La Apartada,2005,16276.0
23,Córdoba,23417,Lorica,2005,120257.0
23,Córdoba,23419,Los Córdobas,2005,15093.0
23,Córdoba,23464,Momil,2005,16862.0
23,Córdoba,23466,Montelíbano,2005,72587.0
23,Córdoba,23500,Moñitos,2005,23813.0
23,Córdoba,23555,Planeta Rica,2005,60654.0
23,Córdoba,23570,Pueblo Nuevo,2005,28992.0
23,Córdoba,23574,Puerto Escondido,2005,18927.0
23,Córdoba,23580,Puerto Libertador,2005,31603.0
23,Córdoba,23586,Purísima de La Concepción,2005,14743.0
23,Córdoba,23660,Sahagún,2005,92816.0
23,Córdoba,23670,San Andrés Sotavento,2005,66760.0
23,Córdoba,23672,San Antero,2005,27396.0
23,Córdoba,23675,San Bernardo del Viento,2005,31639.0
23,Córdoba,23678,San Carlos,2005,23270.0
23,Córdoba,23682,San José de Uré,2005,0.0
23,Córdoba,23686,San Pelayo,2005,47736.0
23,Córdoba,23807,Tierralta,2005,79799.0
23,Córdoba,23815,Tuchín,2005,0.0
23,Córdoba,23855,Valencia,2005,31080.0
25,Cundinamarca,25001,Agua de Dios,2005,9817.0
25,Cundinamarca,25019,Albán,2005,5302.0
25,Cundinamarca,25035,Anapoima,2005,9993.0
25,Cundinamarca,25040,Anolaima,2005,11876.0
25,Cundinamarca,25053,Arbeláez,2005,13247.0
25,Cundinamarca,25086,Beltrán,2005,1598.0
25,Cundinamarca,25095,Bituima,2005,2393.0
25,Cundinamarca,25099,Bojacá,2005,6039.0
25,Cundinamarca,25120,Cabrera,2005,3888.0
25,Cundinamarca,25123,Cachipay,2005,8127.0
25,Cundinamarca,25126,Cajicá,2005,46651.0
25,Cundinamarca,25148,Caparrapí,2005,13124.0
25,Cundinamarca,25151,Cáqueza,2005,14776.0
25,Cundinamarca,25154,Carmen de Carupa,2005,7295.0
25,Cundinamarca,25168,Chaguaní,2005,4011.0
25,Cundinamarca,25175,Chía,2005,75239.0
25,Cundinamarca,25178,Chipaque,2005,8031.0
25,Cundinamarca,25181,Choachí,2005,9761.0
25,Cundinamarca,25183,Chocontá,2005,15720.0
25,Cundinamarca,25200,Cogua,2005,15283.0
25,Cundinamarca,25214,Cota,2005,18586.0
25,Cundinamarca,25224,Cucunubá,2005,6034.0
25,Cundinamarca,25245,El Colegio,2005,17039.0
25,Cundinamarca,25258,El Peñón,2005,4913.0
25,Cundinamarca,25260,El Rosal,2005,13909.0
25,Cundinamarca,25269,Facatativá,2005,83290.0
25,Cundinamarca,25279,Fómeque,2005,10175.0
25,Cundinamarca,25281,Fosca,2005,5518.0
25,Cundinamarca,25286,Funza,2005,52598.0
25,Cundinamarca,25288,Fúquene,2005,4411.0
25,Cundinamarca,25290,Fusagasugá,2005,85634.0
25,Cundinamarca,25293,Gachalá,2005,5466.0
25,Cundinamarca,25295,Gachancipá,2005,9339.0
25,Cundinamarca,25297,Gachetá,2005,9234.0
25,Cundinamarca,25299,Gama,2005,3215.0
25,Cundinamarca,25307,Girardot,2005,72565.0
25,Cundinamarca,25312,Granada,2005,4774.0
25,Cundinamarca,25317,Guachetá,2005,10786.0
25,Cundinamarca,25320,Guaduas,2005,22729.0
25,Cundinamarca,25322,Guasca,2005,12089.0
25,Cundinamarca,25324,Guataquí,2005,2422.0
25,Cundinamarca,25326,Guatavita,2005,5099.0
25,Cundinamarca,25328,Guayabal de Síquima,2005,3708.0
25,Cundinamarca,25335,Guayabetal,2005,4658.0
25,Cundinamarca,25339,Gutiérrez,2005,3209.0
25,Cundinamarca,25368,Jerusalén,2005,2565.0
25,Cundinamarca,25372,Junín,2005,6273.0
25,Cundinamarca,25377,La Calera,2005,20443.0
25,Cundinamarca,25386,La Mesa,2005,21930.0
25,Cundinamarca,25394,La Palma,2005,9881.0
25,Cundinamarca,25398,La Peña,2005,6155.0
25,Cundinamarca,25402,La Vega,2005,11878.0
25,Cundinamarca,25407,Lenguazaque,2005,8385.0
25,Cundinamarca,25426,Machetá,2005,6557.0
25,Cundinamarca,25430,Madrid,2005,61175.0
25,Cundinamarca,25436,Manta,2005,4125.0
25,Cundinamarca,25438,Medina,2005,8868.0
25,Cundinamarca,25473,Mosquera,2005,63784.0
25,Cundinamarca,25483,Nariño,2005,1943.0
25,Cundinamarca,25486,Nemocón,2005,8914.0
25,Cundinamarca,25488,Nilo,2005,6787.0
25,Cundinamarca,25489,Nimaima,2005,3396.0
25,Cundinamarca,25491,Nocaima,2005,5286.0
25,Cundinamarca,25506,Venecia,2005,3835.0
25,Cundinamarca,25513,Pacho,2005,21138.0
25,Cundinamarca,25518,Paime,2005,4733.0
25,Cundinamarca,25524,Pandi,2005,4114.0
25,Cundinamarca,25530,Paratebueno,2005,5553.0
25,Cundinamarca,25535,Pasca,2005,8217.0
25,Cundinamarca,25572,Puerto Salgar,2005,11636.0
25,Cundinamarca,25580,Pulí,2005,3286.0
25,Cundinamarca,25592,Quebradanegra,2005,4626.0
25,Cundinamarca,25594,Quetame,2005,4789.0
25,Cundinamarca,25596,Quipile,2005,6865.0
25,Cundinamarca,25599,Apulo,2005,6726.0
25,Cundinamarca,25612,Ricaurte,2005,7965.0
25,Cundinamarca,25645,San Antonio del Tequendama,2005,9463.0
25,Cundinamarca,25649,San Bernardo,2005,8795.0
25,Cundinamarca,25653,San Cayetano,2005,4899.0
25,Cundinamarca,25658,San Francisco,2005,7579.0
25,Cundinamarca,25662,San Juan de Rioseco,2005,8118.0
25,Cundinamarca,25718,Sasaima,2005,8613.0
25,Cundinamarca,25736,Sesquilé,2005,7807.0
25,Cundinamarca,25740,Sibaté,2005,22101.0
25,Cundinamarca,25743,Silvania,2005,16601.0
25,Cundinamarca,25745,Simijaca,2005,9164.0
25,Cundinamarca,25754,Soacha,2005,340626.0
25,Cundinamarca,25758,Sopó,2005,15329.0
25,Cundinamarca,25769,Subachoque,2005,13724.0
25,Cundinamarca,25772,Suesca,2005,11790.0
